dataset,model,original_features,final_features,synthesis_performed,selection_performed,feature_reduction_ratio,enhancement_time_seconds,baseline_r2,baseline_mae,baseline_mse,baseline_rmse,baseline_train_time,baseline_predict_time,baseline_success,baseline_error,enhanced_r2,enhanced_mae,enhanced_mse,enhanced_rmse,enhanced_train_time,enhanced_predict_time,enhanced_success,enhanced_error,mae_improvement_pct,mae_absolute_improvement,r2_improvement,n_samples,train_samples,test_samples,target_type
California,Linear,8,11,True,True,-0.375,9.790966033935547,0.5757877060324513,0.5332001304956554,0.5558915986952436,0.7455813830127759,0.0015938282012939453,0.00038695335388183594,True,,0.6627813704779657,0.4773245352886167,0.4418943197557653,0.6647513217405178,0.0012695789337158203,4.6253204345703125e-05,True,,10.479291360093544,0.05587559520703872,0.08699366444551437,20640,16512,4128,float64
California,Ridge,8,11,True,True,-0.375,9.790966033935547,0.5758549611440126,0.5332039182571154,0.5558034669932211,0.7455222779992702,0.0008258819580078125,0.0003211498260498047,True,,0.6624383085117906,0.4771931992036617,0.44234387123633423,0.6650893708640473,0.0005309581756591797,3.0994415283203125e-05,True,,10.50455878804043,0.05601071905345373,0.08658334736777806,20640,16512,4128,float64
California,RandomForest,8,11,True,True,-0.375,9.790966033935547,0.8048502475905297,0.32759935491763575,0.2557259876588585,0.5056935709091609,1.6007840633392334,0.014383077621459961,True,,0.8028118536979518,0.32986390755813966,0.25839711731688403,0.5083277656363894,2.066631317138672,0.013889789581298828,True,,-0.6912567459338408,-0.002264552640503903,-0.002038393892577872,20640,16512,4128,float64
California,KNN,8,11,True,True,-0.375,9.790966033935547,0.15538785394268484,0.8162896218507751,1.1067873393248198,1.052039609199587,0.0035800933837890625,0.01421976089477539,True,,0.6719355899244367,0.4438290700096899,0.4298985484043224,0.6556664917504343,0.0034160614013671875,0.05318403244018555,True,,45.62848061164917,0.37246055184108523,0.5165477359817519,20640,16512,4128,float64
California,DecisionTree,8,11,True,True,-0.375,9.790966033935547,0.6186632145457622,0.4557622892441861,0.4997071473927568,0.7068996727915191,0.10180211067199707,0.0011148452758789062,True,,0.6199021579409197,0.4588850993217054,0.4980836248442102,0.7057503984017368,0.14022397994995117,0.0006349086761474609,True,,-0.685183954709815,-0.0031228100775193,0.0012389433951575102,20640,16512,4128,float64
California,MLP,8,11,True,True,-0.375,9.790966033935547,0.4015860013406545,0.7096383573625961,0.784167076548244,0.885532086684748,0.5878019332885742,0.0015010833740234375,True,,0.8020296070331052,0.3429284770463909,0.259422180369698,0.5093350374455875,5.537818908691406,0.0008141994476318359,True,,51.675600185860795,0.36670988031620516,0.40044360569245074,20640,16512,4128,float64
California,SVR,8,11,True,True,-0.375,9.790966033935547,-0.016485360107176605,0.8599506583445771,1.3320115421348784,1.154128044081279,3.2340469360351562,1.3134469985961914,True,,0.7339022246312408,0.3942225108831478,0.3486969139331522,0.5905056425921367,2.997781753540039,1.2122821807861328,True,,54.15754298717157,0.46572814746142926,0.7503875847384174,20640,16512,4128,float64
Diabetes,Linear,10,13,True,True,-0.30000000000000004,5.641833782196045,0.45260276297191915,42.79409467959995,2900.193628493483,53.85344583676594,0.0006079673767089844,0.0003063678741455078,True,,0.5252965897783949,39.73759781863425,2515.0507028923907,50.15028118457952,0.00020194053649902344,2.2172927856445312e-05,True,,7.142333267825247,3.0564968609657015,0.07269382680647574,442,353,89,float64
Diabetes,Ridge,10,13,True,True,-0.30000000000000004,5.641833782196045,0.41915292635986545,46.13885766697452,3077.41593882723,55.47446204180109,0.0005269050598144531,0.0003077983856201172,True,,0.5258213512239285,39.692032675592046,2512.2704371221826,50.12255417596137,0.000209808349609375,2.3126602172851562e-05,True,,13.972658443160837,6.446824991382478,0.10666842486406303,442,353,89,float64
Diabetes,RandomForest,10,13,True,True,-0.30000000000000004,5.641833782196045,0.4428225673999313,44.053033707865175,2952.0105887640448,54.332408273184846,0.052355051040649414,0.014050006866455078,True,,0.46613491412468855,43.6438202247191,2828.498238202247,53.183627538954575,0.04674220085144043,0.013588905334472656,True,,0.9289110163439548,0.4092134831460754,0.023312346724757238,442,353,89,float64
Diabetes,KNN,10,13,True,True,-0.30000000000000004,5.641833782196045,0.41199127807645397,45.124719101123596,3115.359438202248,55.81540502587299,0.0005331039428710938,0.01376795768737793,True,,0.43738181570799284,43.36741573033708,2980.8365168539335,54.59703761976407,0.00017905235290527344,0.013594865798950195,True,,3.894325340504469,1.7573033707865164,0.025390537631538868,442,353,89,float64
Diabetes,DecisionTree,10,13,True,True,-0.30000000000000004,5.641833782196045,0.060653981041140725,54.52808988764045,4976.797752808989,70.54642267903446,0.0020112991333007812,0.00039505958557128906,True,,-0.1338064549335114,62.98876404494382,6007.078651685393,77.50534595552357,0.001959085464477539,4.696846008300781e-05,True,,-15.51617556150835,-8.460674157303373,-0.19446043597465212,442,353,89,float64
Diabetes,MLP,10,13,True,True,-0.30000000000000004,5.641833782196045,0.4379437814822249,44.04602334220448,2977.8591369045794,54.56976394400638,0.23744797706604004,0.0004892349243164062,True,,0.49750248831168,41.42599267579782,2662.3080701767144,51.597558761793316,0.24094700813293457,7.772445678710938e-05,True,,5.9483932205434025,2.620030666406656,0.05955870682945508,442,353,89,float64
